Task,Difficulty,Region,Type,Points,ready-to-use,auto-completed
[1797] Kill 75 Echo Bosses,Elite,General,Combat,200,no,
[1798] Kill a Snake in Karamja,Easy,Karamja,Combat,10,yes,
[1799] Take a Canoe to Champions Guild,Easy,Misthalin,Misc,10,no,
[1800] Eat a Banana,Easy,General,Misc,10,no,
[1801] Mine some essence,Easy,General,Misc,10,no,
[1802] Open a Frozen Cache,Medium,Fremennik,Combat,30,no,
[1803] Obtain a Frozen Cache from a Cache,Hard,Fremennik,Combat,80,no,
[1804] Blast Furnace 100 Mithril Bars,Hard,Fremennik,Skilling,80,no,
[1805] Blast Furnace 100 Runite Bars,Elite,Fremennik,Skilling,200,no,
[1806] Complete 25 laps of the Rellekka Agility Course,Hard,Fremennik,Skilling,80,no,
[1807] Kill a Brine Rat,Medium,Fremennik,Combat,30,yes,
[1808] Load a blowpipe with Rune Darts,Hard,Tirannwn,Combat,80,no,
[1809] Equip a Crystal Tool,Master,Tirannwn,Skilling,400,no,
[1810] Complete Death on the Isle,Hard,Varlamore,Quest,80,no,
[1811] Check the health of 5 Crystal Trees,Elite,Tirannwn,Skilling,200,no,
[1812] Equip a Defender,Medium,Asgarnia,Combat,30,no,
[1813] Consume a Saradomin's Light,Medium,Asgarnia,Combat,30,no,
[1814] Trade in 1000 Minnows,Hard,Kandarin,Skilling,80,no,
[1815] Light a Pyre Ship,Medium,Kandarin,Skilling,30,no,
[1816] Barehand catch a Shark,Elite,Kandarin,Skilling,200,no,
[1817] Steal from a Fur Stall,Medium,Kandarin,Skilling,30,no,
[1818] Steal from a Silver Stall,Medium,Kandarin,Skilling,30,no,
[1819] Steal from a Spice Stall,Medium,Kandarin,Skilling,30,no,
[1820] Cut 50 Maple Logs,Medium,General,Skilling,30,no,
[1821] Burn 25 Maple Logs,Medium,General,Skilling,30,no,
[1822] Chop 100 Yew Logs,Hard,General,Skilling,80,partial,
[1823] Mine 50 Mithril Ore,Medium,General,Skilling,30,partial,
[1824] Smith 250 Mithril bolts (unf),Medium,General,Skilling,30,partial,
[1825] Catch 25 Sardines,Medium,General,Skilling,30,no,
[1826] Cook 10 Sardines,Medium,General,Skilling,30,no,
[1827] Catch 10 Pike,Medium,General,Skilling,30,partial,
[1828] Cook 20 Pike,Medium,General,Skilling,30,partial,
[1830] Equip a Rat Bone Weapon,Medium,Misthalin,Combat,30,no,
[1831] Catch a Polar Kebbit,Easy,Fremennik,Skilling,10,no,
[1832] Catch a Cerulean Twitch,Easy,Fremennik,Skilling,10,partial,
[1833] Catch a Sabre-toothed Kebbit,Medium,Fremennik,Skilling,30,no,
[1834] Steal a Fish,Medium,Fremennik,Skilling,30,no,
[1835] Steal a Wooden Stock,Medium,Fremennik,Skilling,30,no,
[1836] Equip a Damaged God book,Medium,Fremennik,Misc,30,no,
[1837] Kill a Rooster,Easy,Fremennik,Combat,10,yes,
[1838] Loot a Lyre,Medium,Fremennik,Combat,30,partial,
[1840] Kill a Rock Lobster,Hard,Fremennik,Combat,80,yes,
[1841] Kill a Wallasalki,Medium,Fremennik,Combat,30,yes,
[1842] Pick up Snapegrass,Easy,Fremennik,Misc,10,no,
[1843] Kill a Suqah,Medium,Fremennik,Combat,30,yes,
[1844] Steal a Chisel,Medium,Fremennik,Skilling,30,no,
